type,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
0.0,0.16528925619834706,0.06666666666666667,0.30081300813008127,0.007668711656441719,0.04485049833887044,0.10416666666666666,0.2073732718894009,0.04453441295546767,0.3410852713178292,0.14606741573033705,0.5797101449275364,0.5
1.0,0.1322314049586777,0.5033333333333333,0.06504065040650406,0.00920245398773006,0.061461794019933555,0.041666666666666664,0.20046082949308755,0.10198573356468188,0.6589147286821704,0.3539325842696629,0.7246376811594204,0.6666666666666665
1.0,0.2975206611570248,0.3533333333333333,0.008130081300813007,0.02147239263803681,0.10797342192691031,0.041666666666666664,0.07373271889400922,0.19992288413341086,0.5891472868217051,0.2415730337078652,0.26086956521739135,0.33333333333333326
0.0,0.2644628099173554,0.15333333333333332,0.21138211382113822,0.10429447852760737,0.09966777408637875,0.09374999999999999,0.3548387096774194,0.15982263350684178,0.31782945736434076,0.1348314606741573,0.26086956521739135,0.5
0.0,0.33884297520661155,0.18,0.2926829268292683,0.015337423312883437,0.04817275747508305,0.03472222222222222,0.271889400921659,0.10969732022363843,0.4108527131782944,0.14606741573033705,0.4347826086956521,0.33333333333333326
0.0,0.1900826446280991,0.04666666666666666,0.23577235772357721,0.08588957055214724,0.061461794019933555,0.13194444444444445,0.33410138248847926,0.146520146520146,0.6821705426356588,0.12359550561797754,0.37681159420289845,0.5
1.0,0.14876033057851235,0.38666666666666666,0.0,0.02914110429447853,0.09468438538205981,0.02083333333333333,0.020737327188940096,0.10507036822826166,0.6201550387596897,0.20224719101123595,0.7101449275362319,0.33333333333333326
0.0,0.19834710743801653,0.38666666666666666,0.39024390243902435,0.00920245398773006,0.03322259136212624,0.09722222222222221,0.15898617511520738,0.04029304029304015,0.4728682170542635,0.09550561797752811,0.6956521739130437,0.8333333333333333
1.0,0.6694214876033058,0.33333333333333326,0.5365853658536586,0.02914110429447853,0.1046511627906977,0.017361111111111112,0.07142857142857144,0.23308270676691834,0.25581395348837166,0.1910112359550562,0.28985507246376807,0.33333333333333326
1.0,0.3553719008264462,0.42666666666666664,0.07317073170731707,0.03374233128834356,0.12458471760797342,0.059027777777777776,0.09907834101382489,0.23693850009639306,0.5503875968992249,0.28089887640449435,0.4492753623188406,0.5
0.0,0.3305785123966941,0.12666666666666665,0.2764227642276423,0.015337423312883437,0.061461794019933555,0.09027777777777778,0.34101382488479265,0.10776942355889929,0.25581395348837166,0.1292134831460674,0.3623188405797102,0.5
0.0,0.20661157024793386,0.20666666666666667,0.19512195121951217,0.09662576687116564,0.09966777408637875,0.027777777777777776,0.2557603686635945,0.13668787352997924,0.33333333333333304,0.07303370786516854,0.3188405797101448,0.16666666666666663
0.0,0.22314049586776852,0.12000000000000001,0.25203252032520324,0.010736196319018405,0.04152823920265781,0.2013888888888889,0.32027649769585254,0.04491999228841337,0.3410852713178292,0.1797752808988764,0.63768115942029,0.5
0.0,0.2479338842975206,0.06666666666666667,0.2845528455284553,0.0736196319018405,0.07475083056478406,0.18055555555555555,0.315668202764977,0.11104684788895369,0.29457364341085235,0.1797752808988764,0.4347826086956521,0.6666666666666665
0.0,0.2479338842975206,0.13333333333333336,0.35772357723577236,0.1334355828220859,0.03654485049833887,0.11805555555555555,0.30184331797235026,0.1443994601889358,0.3410852713178292,0.07865168539325841,0.34782608695652173,0.5
