type,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
-0.578680651781268,-1.0922215088001734,-0.9760157046826058,0.358837627616693,-0.9100356971436049,-0.5659485434140005,0.031019072131280745,-0.3410612703072144,-1.7488234673674012,-0.3660193839274974,-0.3490980206264702,1.2589578607077392,0.20166466253165796
1.728068835413533,-1.39881685206363,2.993529363018062,-1.651826088772054,-0.8890852405349072,-0.28260830560030986,-0.9792551579877794,-0.3938023576657841,-0.7640323948186909,2.1876861756622294,2.133253387169814,2.0950052994444848,1.3433234163282814
1.728068835413533,0.13415986425365425,1.6299451794567639,-2.137158709969338,-0.7214815876653259,0.5107443602780244,-0.9792551579877794,-1.3607222925728957,0.9147389637543418,1.627116662581558,0.791441815388039,-0.5803465045131002,-0.9399940912649657
-0.578680651781268,-0.17243547900980286,-0.18816706529163352,-0.4038279199790386,0.4098430692043489,0.3690742413711789,-0.13735996622189595,0.7840819266756064,0.22736801378743685,-0.5528758882877229,-0.4832791778046475,-0.5803465045131002,0.20166466253165796
-0.578680651781268,0.5174040433329753,0.05424790067481936,0.289504396017081,-0.8052834141001166,-0.5092804958512624,-1.0915078502232305,0.1511888783727697,-0.6318456736711852,0.19455012915317388,-0.3490980206264702,0.42291042197099377,-0.9399940912649657
-0.578680651781268,-0.862275001352581,-1.1578269291574455,-0.19582822518020285,0.1584375898999767,-0.28260830560030986,0.4800298410730852,0.6258586645998973,-0.0006540801919619062,2.374542680022455,-0.6174603349828252,0.08849144647629528,0.20166466253165796
1.728068835413533,-1.245519180431902,1.9329638869148305,-2.20649194156895,-0.6167293046218375,0.28407217002707164,-1.3160132346941327,-1.765070628988597,-0.7111577063596813,1.8762586683951905,0.32180776526441723,2.0114005555708103,-0.9399940912649657
-0.578680651781268,-0.7856261655367164,1.9329638869148305,1.1215031752124247,-0.8890852405349072,-0.7642867098835842,-0.08123362010417037,-0.7102488818172025,-1.8215261639985532,0.6928341407804385,-0.9529132279282689,1.9277958116971363,2.4849821701249053
1.728068835413533,3.5833574759675435,1.4481339549819239,2.3695013440054407,-0.6167293046218375,0.4540763127152862,-1.3721395808118584,-1.3783026550257522,1.4831418646885393,-1.0511598999149876,0.18762660808624035,-0.4131370167657517,-0.9399940912649657
1.728068835413533,0.6707017149647031,2.2965863358645096,-1.5824928571724421,-0.5538779347957444,0.7940845980917149,-0.6986234273991515,-1.1673383055914734,1.5492352252622739,1.3156891553145191,1.26107586551166,0.506515165844668,0.20166466253165796
-0.578680651781268,0.44075520751711067,-0.43058203125808636,0.15083793281785732,-0.8052834141001166,-0.28260830560030986,-0.1934863123396215,0.6785997519584669,-0.6648923539580525,-1.0511598999149876,-0.5503697563937363,0.004886702602621028,0.20166466253165796
-0.578680651781268,-0.7089773297208525,0.29666286664127256,-0.5424943831782626,0.3050907861608605,0.3690742413711789,-1.2037605424586817,0.028126341202773672,-0.16919214965500692,-0.42830488538090683,-1.2212755422846242,-0.24592752901840323,-2.081652845061589
-0.578680651781268,-0.5556796580891239,-0.49118577274969966,-0.05716176198097879,-0.8681347839262097,-0.6226165909767386,1.6025567634275963,0.5203764898827578,-1.7422141313100572,-0.3660193839274974,0.053445450908062714,1.5933768362024379,0.20166466253165796
-0.578680651781268,-0.3257331506415314,-0.9760157046826058,0.22017116441746895,-0.009166062969604706,-0.05593611534935712,1.2657986867212432,0.4852157649770446,-0.6087129974703708,-0.7397323926479458,0.053445450908062714,0.42291042197099377,1.3433234163282814
-0.578680651781268,-0.3257331506415314,-0.36997828976647307,0.8441702488139768,0.8079017447696049,-0.7076186623208459,0.255524456602183,0.37973359025990516,-0.037005428507501215,-0.3660193839274974,-1.1541849636955352,-0.07871804127105322,0.20166466253165796
1.728068835413533,1.4371900731233451,-0.551789514241313,0.15083793281785732,-0.7214815876653259,0.4257422889339167,0.8167879177794386,-0.8508917814400551,0.9841369923567851,1.3779746567679259,2.200343965758903,-0.24592752901840323,1.3433234163282814
-0.578680651781268,-0.3257331506415314,-0.794204480207766,0.289504396017081,2.6515419263350006,-0.28260830560030986,0.0871454182490063,0.30941214044847887,1.747515306983514,0.31912113205999004,-0.3490980206264702,-1.4163939432498458,-0.9399940912649657
-0.578680651781268,-0.47903082227325994,-0.6123932557329262,-0.2651614567798145,-0.7633825008827213,-0.7926207336649532,0.4800298410730852,0.29183177799562227,-0.9557031404825137,0.7551196422338452,-0.4832791778046475,0.7573293974656923,-0.9399940912649657
-0.578680651781268,-0.24908431482566679,0.17545538365804597,-0.6118276147778745,0.849802657987,0.029065955994749964,1.3219250328389687,0.8895641013927458,0.3198987185906578,0.06997912624635774,-0.7516414921610027,-0.4131370167657517,-0.9399940912649657
-0.578680651781268,-1.8587098669588156,-0.49118577274969966,-0.6118276147778745,1.0802576806826745,-0.6226165909767386,-0.4179916968105237,-0.07735583351436577,-0.6516736818433275,1.502545659674742,-1.6909095924082451,0.8409341413393665,1.3433234163282814
-0.578680651781268,-0.7856261655367164,-0.794204480207766,-0.19582822518020285,-0.8052834141001166,-0.4809464720698933,-0.3618653506927982,-0.4113827201186407,-1.180420566433277,0.31912113205999004,-0.21491686344829258,0.5901199097183423,0.20166466253165796
1.728068835413533,1.0539458940440243,1.1451152475238582,-0.6811608463774865,-0.7214815876653259,1.2474289785936201,-1.3160132346941327,-1.5541062795543181,0.6569748575167845,-0.11687737811386509,0.18762660808624035,-0.24592752901840323,0.20166466253165796
-0.578680651781268,0.21080870006951818,-0.6123932557329262,2.0921684176069926,1.0802576806826745,-0.310942329381679,1.153545994485792,0.6610193895056103,1.0171836726436523,-0.3660193839274974,-0.6174603349828252,-1.4163939432498458,-0.9399940912649657
